Gm#,Year,Date,Month,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,DATE,OPP,Play,RESULT,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,AVG
28,2015,"Tuesday, May 5",May,boxscore,WSN,,MIA,L,1,2,,13-15,4,4.5,Latos,Strasburg,Cishek,3:07,1,"25,332",5-May,vs MIA,1,LÊ2-1,4,0,0,0,0,0,0,0,2,0,0,0.405,0.457,0.862,0.245
29,2015,"Wednesday, May 6",May,boxscore,WSN,,MIA,W,7,5,,14-15,3,4.5,Scherzer,Koehler,Storen,2:40,0,"31,417",6-May,vs MIA,1,WÊ7-5,4,3,3,0,0,3,5,0,0,0,0,0.416,0.561,0.977,0.265
30,2015,"Friday, May 8",May,boxscore,WSN,,ATL,W,9,2,,15-15,2,3.5,Gonzalez,Stults,,2:21,1,"31,288",8-May,vs ATL,1,WÊ9-2,4,2,3,0,0,2,5,0,1,0,0,0.426,0.627,1.053,0.284
31,2015,"Saturday, May 9",May,boxscore,WSN,,ATL,W-wo,8,6,,16-15,2,3.5,Storen,Martin,,3:12,0,"39,193",9-May,vs ATL,1,WÊ8-6,4,2,2,0,0,1,2,1,1,0,0,0.433,0.651,1.084,0.292
32,2015,"Sunday, May 10",May,boxscore,WSN,,ATL,W,5,4,,17-15,2,3.5,Solis,Martin,Storen,2:51,0,"31,938",10-May,vs ATL,1,WÊ5-4,4,1,2,1,0,0,1,0,0,0,0,0.435,0.655,1.09,0.3
40,2015,"Tuesday, May 19",May,boxscore,WSN,,NYY,W-wo,8,6,10,23-17,1,Tied,Grace,Miller,,3:20,1,"37,355",19-May,vs NYY,1,WÊ8-6,4,1,1,0,0,1,1,1,2,0,0,0.474,0.737,1.211,0.336
41,2015,"Wednesday, May 20",May,boxscore,WSN,,NYY,W,3,2,,24-17,1,up 1.0,Zimmermann,Warren,Storen,2:43,1,"37,648",20-May,vs NYY,1,WÊ3-2,1,0,0,0,0,0,0,0,0,0,0,0.472,0.732,1.204,0.333
42,2015,"Friday, May 22",May,boxscore,WSN,,PHI,W,2,1,,25-17,1,up 1.5,Scherzer,O'Sullivan,Storen,2:35,1,"35,893",22-May,vs PHI,1,WÊ2-1,2,1,1,0,0,1,1,1,0,0,0,0.475,0.75,1.225,0.336
43,2015,"Saturday, May 23",May,boxscore,WSN,,PHI,L,1,8,,25-18,1,up 1.5,Hamels,Strasburg,,2:33,0,"41,722",23-May,vs PHI,1,LÊ8-1,4,0,0,0,0,0,0,0,2,0,0,0.464,0.729,1.193,0.326
44,2015,"Sunday, May 24",May,boxscore,WSN,,PHI,W,4,1,,26-18,1,up 2.5,Gonzalez,Harang,Storen,2:45,0,"41,044",24-May,vs PHI,1,WÊ4-1,3,1,2,0,0,0,2,1,0,0,0,0.471,0.728,1.199,0.333
51,2015,"Tuesday, Jun 2 (1)",June,boxscore,WSN,,TOR,W,2,0,,29-22,1,up 0.5,Zimmermann,Dickey,Storen,2:17,0,"23,192",2-Jun,vs TOR,1,WÊ2-0,3,0,1,0,0,0,1,1,1,1,0,0.469,0.717,1.186,0.325
52,2015,"Tuesday, Jun 2 (2)",June,boxscore,WSN,,TOR,L,3,7,,29-23,1,up 0.5,Estrada,Scherzer,,3:04,1,"25,765",2-Jun,vs TOR,1,LÊ7-3,4,1,2,1,0,0,0,0,0,0,0,0.47,0.718,1.188,0.329
53,2015,"Wednesday, Jun 3",June,boxscore,WSN,,TOR,L,0,8,,29-24,1,up 0.5,Buehrle,Jordan,,2:13,1,"33,654",3-Jun,vs TOR,1,LÊ8-0,4,0,2,1,0,0,0,0,0,0,0,0.471,0.718,1.189,0.333
54,2015,"Thursday, Jun 4",June,boxscore,WSN,,CHC,L,1,2,,29-25,2,0.5,Arrieta,Gonzalez,Rondon,3:16,1,"35,465",4-Jun,vs CHC,1,LÊ2-1,3,0,0,0,0,0,1,1,0,0,0,0.467,0.706,1.173,0.328
55,2015,"Friday, Jun 5",June,boxscore,WSN,,CHC,W,7,5,,30-25,1,up 0.5,Roark,Wada,Storen,2:58,1,"36,124",5-Jun,vs CHC,1,WÊ7-5,2,0,1,1,0,0,0,2,1,0,0,0.472,0.709,1.181,0.33
56,2015,"Saturday, Jun 6",June,boxscore,WSN,,CHC,L,2,4,,30-26,1,up 0.5,Hammel,Ross,Strop,2:52,0,"38,214",6-Jun,vs CHC,1,LÊ4-2,4,1,2,0,0,1,1,0,0,0,0,0.472,0.721,1.193,0.333
57,2015,"Sunday, Jun 7",June,boxscore,WSN,,CHC,L,3,6,,30-27,2,0.5,Hendricks,Zimmermann,Motte,3:12,0,"40,939",7-Jun,vs CHC,1,LÊ6-3,4,0,0,0,0,0,0,0,0,0,0,0.464,0.706,1.17,0.326
66,2015,"Wednesday, Jun 17",June,boxscore,WSN,,TBR,L,0,5,,34-32,2,1.5,Andriese,Zimmermann,,2:35,1,"28,929",17-Jun,vs TB,1,LÊ5-0,4,0,1,0,0,0,0,0,1,0,0,0.478,0.726,1.204,0.344
67,2015,"Thursday, Jun 18",June,boxscore,WSN,,TBR,L,3,5,,34-33,2,1.5,Archer,Fister,Boxberger,3:02,1,"29,242",18-Jun,vs TB,1,LÊ5-3,3,0,1,0,0,0,1,0,1,0,0,0.476,0.72,1.196,0.344
68,2015,"Friday, Jun 19",June,boxscore,WSN,,PIT,W,4,1,,35-33,2,0.5,Ross,Burnett,Storen,2:36,1,"38,935",19-Jun,vs PIT,0,WÊ4-1,Did not play,,,,,,,,,,,,,,
69,2015,"Saturday, Jun 20",June,boxscore,WSN,,PIT,W,6,0,,36-33,1,up 0.5,Scherzer,Liriano,,2:21,0,"41,104",20-Jun,vs PIT,1,WÊ6-0,4,2,2,0,0,1,2,0,0,0,0,0.477,0.73,1.207,0.347
70,2015,"Sunday, Jun 21",June,boxscore,WSN,,PIT,W,9,2,,37-33,1,up 1.5,Gonzalez,Morton,,2:34,0,"40,015",21-Jun,vs PIT,1,WÊ9-2,4,1,1,0,0,1,2,0,2,0,0,0.473,0.735,1.208,0.345
71,2015,"Tuesday, Jun 23",June,boxscore,WSN,,ATL,W,3,1,,38-33,1,up 2.5,Strasburg,Wood,Storen,2:52,1,"28,344",23-Jun,vs ATL,1,WÊ3-1,4,0,0,0,0,0,0,0,0,0,0,0.467,0.722,1.189,0.339
72,2015,"Wednesday, Jun 24",June,boxscore,WSN,,ATL,W-wo,2,1,11,39-33,1,up 3.5,Rivero,Eveland,,3:10,1,"36,141",24-Jun,vs ATL,1,WÊ2-1,5,1,2,1,0,0,1,0,1,0,0,0.466,0.719,1.185,0.34
73,2015,"Thursday, Jun 25",June,boxscore,WSN,,ATL,W,7,0,,40-33,1,up 3.5,Fister,Wisler,,2:36,0,"37,874",25-Jun,vs ATL,0,WÊ7-0,Did not play,,,,,,,,,,,,,,
80,2015,"Friday, Jul 3",July,boxscore,WSN,,SFG,W,2,1,,44-36,1,up 3.5,Gonzalez,Peavy,Storen,2:33,1,"41,693",3-Jul,vs SF,1,WÊ2-1,1,1,0,0,0,0,0,3,0,0,0,0.465,0.702,1.167,0.337
81,2015,"Saturday, Jul 4",July,boxscore,WSN,,SFG,W,9,3,,45-36,1,up 4.5,Roark,Bumgarner,,3:10,0,"40,029",4-Jul,vs SF,1,WÊ9-3,4,2,3,1,0,1,2,1,0,0,0,0.47,0.719,1.189,0.344
82,2015,"Sunday, Jul 5",July,boxscore,WSN,,SFG,W,3,1,,46-36,1,up 4.5,Zimmermann,Kontos,Storen,3:02,1,"33,157",5-Jul,vs SF,1,WÊ3-1,3,1,2,1,0,0,0,1,0,1,0,0.474,0.722,1.196,0.347
83,2015,"Monday, Jul 6",July,boxscore,WSN,,CIN,L,2,3,,46-37,1,up 3.5,Parra,Janssen,Chapman,2:43,1,"23,673",6-Jul,vs CIN,1,LÊ3-2,3,0,0,0,0,0,0,1,1,0,0,0.471,0.714,1.185,0.344
84,2015,"Tuesday, Jul 7",July,boxscore,WSN,,CIN,L,0,5,,46-38,1,up 3.5,Cueto,Scherzer,,2:30,1,"31,898",7-Jul,vs CIN,1,LÊ5-0,3,0,1,0,0,0,0,1,1,0,0,0.471,0.709,1.18,0.343
88,2015,"Friday, Jul 17",July,boxscore,WSN,,LAD,W,5,3,,49-39,1,up 3.0,Janssen,Baez,Storen,2:51,1,"40,709",17-Jul,vs LAD,1,WÊ5-3,1,0,0,0,0,0,1,3,0,0,0,0.467,0.701,1.168,0.338
89,2015,"Saturday, Jul 18",July,boxscore,WSN,,LAD,L,2,4,,49-40,1,up 3.0,Kershaw,Fister,,2:43,0,"41,426",18-Jul,vs LAD,1,LÊ4-2,4,1,1,0,0,1,2,0,3,0,0,0.464,0.706,1.17,0.337
90,2015,"Sunday, Jul 19",July,boxscore,WSN,,LAD,L,0,5,,49-41,1,up 2.0,Greinke,Scherzer,,3:14,0,"40,293",19-Jul,vs LAD,1,LÊ5-0,3,0,1,0,0,0,0,1,2,0,0,0.465,0.702,1.167,0.337
91,2015,"Monday, Jul 20",July,boxscore,WSN,,NYM,W,7,2,,50-41,1,up 3.0,Gonzalez,Harvey,,2:50,1,"31,326",20-Jul,vs NYM,1,WÊ7-2,2,2,0,0,0,0,0,2,1,0,0,0.465,0.697,1.162,0.334
92,2015,"Tuesday, Jul 21",July,boxscore,WSN,,NYM,L,2,7,,50-42,1,up 2.0,deGrom,Ross,,2:54,1,"37,721",21-Jul,vs NYM,1,LÊ7-2,3,0,0,0,0,0,0,0,0,0,0,0.463,0.69,1.153,0.331
93,2015,"Wednesday, Jul 22",July,boxscore,WSN,,NYM,W,4,3,,51-42,1,up 3.0,Thornton,Parnell,Storen,3:02,0,"41,291",22-Jul,vs NYM,1,WÊ4-3,4,0,2,0,0,0,0,1,0,0,0,0.465,0.687,1.152,0.333
104,2015,"Monday, Aug 3",August,boxscore,WSN,,ARI,L,4,6,,54-50,2,1,Godley,Fister,Ziegler,2:42,1,"30,888",3-Aug,vs ARI,1,LÊ6-4,4,0,1,0,0,0,0,0,0,0,0,0.454,0.667,1.121,0.33
105,2015,"Tuesday, Aug 4",August,boxscore,WSN,,ARI,W,5,4,,55-50,2,1,Storen,Hernandez,Papelbon,3:13,1,"26,112",4-Aug,vs ARI,1,WÊ5-4,3,1,1,1,0,0,0,1,0,0,0,0.455,0.667,1.122,0.33
106,2015,"Wednesday, Aug 5",August,boxscore,WSN,,ARI,L,4,11,,55-51,2,2,DeÊLaÊRosa,Barrett,,3:56,1,"37,572",5-Aug,vs ARI,1,LÊ11-4,3,0,1,0,0,0,0,1,1,0,0,0.455,0.664,1.119,0.33
107,2015,"Thursday, Aug 6",August,boxscore,WSN,,ARI,W,8,3,,56-51,2,1.5,Ross,Hellickson,,3:32,0,"32,838",6-Aug,vs ARI,1,WÊ8-3,2,2,2,0,0,0,0,3,0,0,0,0.461,0.666,1.127,0.334
108,2015,"Friday, Aug 7",August,boxscore,WSN,,COL,L,4,5,,56-52,2,2.5,Oberg,Storen,Kahnle,3:17,1,"33,622",7-Aug,vs COL,1,LÊ5-4,3,2,1,0,0,0,1,2,1,0,0,0.463,0.663,1.126,0.334
109,2015,"Saturday, Aug 8",August,boxscore,WSN,,COL,W,6,1,,57-52,2,1.5,Strasburg,Butler,,2:38,1,"37,115",8-Aug,vs COL,1,WÊ6-1,3,2,2,0,0,0,0,1,0,0,0,0.466,0.663,1.129,0.337
110,2015,"Sunday, Aug 9",August,boxscore,WSN,,COL,L,4,6,,57-53,2,1.5,Axford,Storen,Kahnle,3:24,0,"33,157",9-Aug,vs COL,1,LÊ6-4,5,0,1,0,0,0,0,0,1,0,0,0.463,0.656,1.119,0.335
121,2015,"Friday, Aug 21",August,boxscore,WSN,,MIL,L,3,10,,60-61,2,5,Nelson,Gonzalez,Lohse,3:24,1,"29,916",21-Aug,vs MIL,1,LÊ10-3,3,1,1,0,0,1,1,1,1,0,0,0.457,0.642,1.099,0.33
122,2015,"Saturday, Aug 22",August,boxscore,WSN,,MIL,W,6,1,,61-61,2,5,Ross,Jungmann,,2:44,1,"33,171",22-Aug,vs MIL,1,WÊ6-1,4,0,1,0,0,0,0,0,1,0,0,0.455,0.638,1.093,0.329
123,2015,"Sunday, Aug 23",August,boxscore,WSN,,MIL,W,9,5,,62-61,2,5,Zimmermann,Garza,,3:03,0,"28,039",23-Aug,vs MIL,1,WÊ9-5,5,1,2,2,0,0,0,0,2,0,0,0.455,0.64,1.095,0.33
124,2015,"Tuesday, Aug 25",August,boxscore,WSN,,SDP,W,8,3,,63-61,2,5.5,Strasburg,Shields,,3:08,1,"34,199",25-Aug,vs SD,1,WÊ8-3,4,2,1,1,0,0,0,1,0,0,0,0.454,0.639,1.093,0.329
125,2015,"Wednesday, Aug 26",August,boxscore,WSN,,SDP,L,5,6,,63-62,2,6.5,Ross,Gonzalez,Kimbrel,3:07,1,"29,332",26-Aug,vs SD,1,LÊ6-5,3,1,2,0,0,0,2,1,1,1,0,0.456,0.639,1.095,0.332
126,2015,"Thursday, Aug 27",August,boxscore,WSN,,SDP,W,4,2,,64-62,2,6.5,Ross,Cashner,Papelbon,3:01,1,"28,908",27-Aug,vs SD,1,WÊ4-2,3,0,2,0,0,0,0,1,0,0,0,0.46,0.639,1.099,0.334
127,2015,"Friday, Aug 28",August,boxscore,WSN,,MIA,L,3,4,,64-63,2,6.5,Conley,Scherzer,Ramos,2:49,1,"30,892",28-Aug,vs MIA,1,LÊ4-3,3,0,1,0,0,0,0,1,0,0,0,0.46,0.637,1.097,0.334
128,2015,"Saturday, Aug 29",August,boxscore,WSN,,MIA,W,5,1,,65-63,2,5.5,Zimmermann,Koehler,,2:25,1,"31,519",29-Aug,vs MIA,1,WÊ5-1,3,0,0,0,0,0,0,1,2,0,0,0.458,0.632,1.09,0.332
129,2015,"Sunday, Aug 30",August,boxscore,WSN,,MIA,W,7,4,,66-63,2,5.5,Fister,Hand,Papelbon,3:05,0,"34,488",30-Aug,vs MIA,1,WÊ7-4,4,1,1,0,0,0,1,0,2,0,0,0.457,0.629,1.086,0.331
133,2015,"Thursday, Sep 3",September,boxscore,WSN,,ATL,W,15,1,,68-65,2,6,Zimmermann,Wisler,,3:02,1,"28,627",3-Sep,vs ATL,1,WÊ15-1,0,4,0,0,0,0,1,4,0,0,0,0.464,0.627,1.091,0.331
134,2015,"Friday, Sep 4",September,boxscore,WSN,,ATL,W-wo,5,2,10,69-65,2,5,Papelbon,Marksberry,,3:23,1,"23,536",4-Sep,vs ATL,1,WÊ5-2,3,2,2,0,0,1,1,2,0,0,0,0.467,0.634,1.101,0.333
135,2015,"Saturday, Sep 5",September,boxscore,WSN,,ATL,W,8,2,,70-65,2,5,Gonzalez,Miller,,3:07,1,"28,646",5-Sep,vs ATL,1,WÊ8-2,4,2,3,2,0,1,2,0,1,0,0,0.469,0.647,1.116,0.337
136,2015,"Sunday, Sep 6",September,boxscore,WSN,,ATL,W,8,4,,71-65,2,4,Rivero,Banuelos,,3:06,0,"29,281",6-Sep,vs ATL,1,WÊ8-4,4,1,2,0,0,1,1,1,0,0,0,0.47,0.652,1.122,0.339
137,2015,"Monday, Sep 7",September,boxscore,WSN,,NYM,L,5,8,,71-66,2,5,Alvarez,Treinen,Familia,3:26,0,"34,210",7-Sep,vs NYM,1,LÊ8-5,4,0,0,0,0,0,0,1,3,0,0,0.468,0.646,1.114,0.336
138,2015,"Tuesday, Sep 8",September,boxscore,WSN,,NYM,L,7,8,,71-67,2,6,Reed,Papelbon,Familia,3:20,1,"27,507",8-Sep,vs NYM,1,LÊ8-7,4,0,0,0,0,0,0,1,1,0,0,0.465,0.64,1.105,0.333
139,2015,"Wednesday, Sep 9",September,boxscore,WSN,,NYM,L,3,5,,71-68,2,7,deGrom,Strasburg,Familia,2:37,1,"27,530",9-Sep,vs NYM,1,LÊ5-3,4,3,3,1,0,2,2,0,0,0,0,0.467,0.657,1.124,0.336
146,2015,"Thursday, Sep 17",September,boxscore,WSN,,MIA,L,4,6,,75-71,2,8,Cosart,Roark,Ramos,3:13,1,"23,606",17-Sep,vs MIA,1,LÊ6-4,4,1,2,0,0,0,0,0,0,0,0,0.467,0.669,1.136,0.34
147,2015,"Friday, Sep 18",September,boxscore,WSN,,MIA,W-wo,5,4,10,76-71,2,8,Janssen,Ellington,,3:22,1,"27,495",18-Sep,vs MIA,1,WÊ5-4,3,2,1,0,0,0,0,2,1,0,0,0.468,0.667,1.135,0.34
148,2015,"Saturday, Sep 19",September,boxscore,WSN,,MIA,W,5,2,,77-71,2,7,Zimmermann,Hand,Papelbon,2:45,0,"32,768",19-Sep,vs MIA,1,WÊ5-2,3,1,1,0,0,1,3,0,0,0,0,0.467,0.671,1.138,0.34
149,2015,"Sunday, Sep 20",September,boxscore,WSN,,MIA,W,13,3,,78-71,2,6,Strasburg,Nicolino,,2:57,0,"28,444",20-Sep,vs MIA,1,WÊ13-3,4,3,3,1,0,0,0,1,0,0,0,0.47,0.674,1.144,0.343
150,2015,"Tuesday, Sep 22",September,boxscore,WSN,,BAL,L,1,4,,78-72,2,6.5,Jimenez,Gonzalez,O'Day,2:51,1,"27,338",22-Sep,vs BAL,1,LÊ4-1,1,0,0,0,0,0,0,3,0,0,0,0.471,0.672,1.143,0.342
151,2015,"Wednesday, Sep 23",September,boxscore,WSN,,BAL,L,3,4,,78-73,2,6.5,Tillman,Scherzer,O'Day,3:03,1,"27,991",23-Sep,vs BAL,1,LÊ4-3,2,0,0,0,0,0,0,2,1,0,0,0.472,0.669,1.141,0.341
152,2015,"Thursday, Sep 24",September,boxscore,WSN,,BAL,L,4,5,,78-74,2,7.5,Wright,Treinen,O'Day,3:05,0,"28,456",24-Sep,vs BAL,1,LÊ5-4,3,0,0,0,0,0,0,2,0,0,0,0.471,0.665,1.136,0.339
153,2015,"Friday, Sep 25",September,boxscore,WSN,,PHI,L,2,8,,78-75,2,8.5,Eickhoff,Zimmermann,,2:30,1,"31,019",25-Sep,vs PHI,1,LÊ8-2,4,0,0,0,0,0,0,0,3,0,0,0.468,0.66,1.128,0.336
154,2015,"Saturday, Sep 26",September,boxscore,WSN,,PHI,W-wo,2,1,12,79-75,2,8.5,Thornton,Murray,,3:50,0,"32,086",26-Sep,vs PHI,1,WÊ2-1,5,1,3,2,0,0,1,1,2,0,0,0.47,0.663,1.133,0.339
155,2015,"Sunday, Sep 27",September,boxscore,WSN,,PHI,L,5,12,,79-76,2,9.5,Hinojosa,Papelbon,,3:02,0,"28,661",27-Sep,vs PHI,1,LÊ12-5,4,0,0,0,0,0,0,0,0,0,0,0.467,0.658,1.125,0.336
156,2015,"Monday, Sep 28",September,boxscore,WSN,,CIN,W,5,1,,80-76,2,9,Scherzer,Finnegan,,2:37,0,"24,420",28-Sep,vs CIN,0,WÊ5-1,Did not play,,,,,,,,,,,,,,
4,2014,"Friday, Apr 4",April,boxscore,WSN,,ATL,L,1,2,,3-1,2,0.5,Avilan,Clippard,Kimbrel,3:03,0,"42,834",4-Apr,vs ATL,1,LÊ2-1,4,0,1,0,0,0,0,0,2,0,1,0.222,0.176,0.398,0.176
5,2014,"Saturday, Apr 5",April,boxscore,WSN,,ATL,L,2,6,,3-2,3,1.5,Teheran,Strasburg,,3:36,1,"37,841",5-Apr,vs ATL,1,LÊ6-2,4,0,0,0,0,0,0,0,2,0,0,0.182,0.143,0.325,0.143
6,2014,"Sunday, Apr 6",April,boxscore,WSN,,ATL,W,2,1,,4-2,2,0.5,Blevins,Wood,Soriano,2:44,0,"34,327",6-Apr,vs ATL,0,WÊ2-1,Did not play,,,,,,,,,,,,,,
7,2014,"Tuesday, Apr 8",April,boxscore,WSN,,MIA,W,5,0,,5-2,1,up 0.5,Gonzalez,Alvarez,,2:58,1,"21,728",8-Apr,vs MIA,1,WÊ5-0,4,1,1,0,0,0,0,0,1,0,0,0.192,0.16,0.352,0.16
8,2014,"Wednesday, Apr 9",April,boxscore,WSN,,MIA,W,10,7,,6-2,1,up 1.0,Clippard,Marmol,Soriano,3:56,1,"21,190",9-Apr,vs MIA,1,WÊ10-7,4,1,2,0,0,1,3,0,2,0,0,0.233,0.31,0.543,0.207
9,2014,"Thursday, Apr 10",April,boxscore,WSN,,MIA,W,7,1,,7-2,1,up 2.0,Strasburg,Koehler,,2:53,0,"20,869",10-Apr,vs MIA,1,WÊ7-1,3,1,1,0,0,0,1,1,0,0,0,0.265,0.313,0.578,0.219
16,2014,"Thursday, Apr 17",April,boxscore,WSN,,STL,L,0,8,,9-7,2,1.5,Wainwright,Jordan,,3:10,1,"28,987",17-Apr,vs STL,1,LÊ8-0,4,0,0,0,0,0,0,0,0,0,0,0.373,0.463,0.836,0.315
17,2014,"Friday, Apr 18",April,boxscore,WSN,,STL,W,3,1,,10-7,2,1.5,Gonzalez,Wacha,Soriano,2:32,1,"31,237",18-Apr,vs STL,1,WÊ3-1,4,0,1,0,0,0,0,0,1,0,0,0.365,0.448,0.813,0.31
18,2014,"Saturday, Apr 19",April,boxscore,WSN,,STL,L,3,4,,10-8,2,2.5,Lynn,Zimmermann,Rosenthal,2:44,0,"41,084",19-Apr,vs STL,1,LÊ4-3,3,0,0,0,0,0,0,0,0,0,0,0.348,0.426,0.774,0.295
19,2014,"Sunday, Apr 20",April,boxscore,WSN,,STL,W-wo,3,2,,11-8,2,1.5,Soriano,Maness,,3:18,0,"27,653",20-Apr,vs STL,1,WÊ3-2,4,0,1,0,0,0,0,1,1,1,0,0.352,0.415,0.767,0.292
20,2014,"Monday, Apr 21",April,boxscore,WSN,,LAA,L,2,4,,11-9,2,2.5,Salas,Clippard,Frieri,3:18,1,"24,371",21-Apr,vs LAA,1,LÊ4-2,3,0,0,0,0,0,0,1,1,0,0,0.347,0.397,0.744,0.279
21,2014,"Tuesday, Apr 22",April,boxscore,WSN,,LAA,L,2,7,,11-10,2,2.5,Skaggs,Jordan,,2:43,1,"21,915",22-Apr,vs LAA,1,LÊ7-2,4,0,0,0,0,0,0,0,2,0,0,0.329,0.375,0.704,0.264
22,2014,"Wednesday, Apr 23",April,boxscore,WSN,,LAA,W-wo,5,4,,12-10,2,2.5,Storen,Frieri,,3:18,1,"22,504",23-Apr,vs LAA,1,WÊ5-4,4,0,1,0,0,0,0,0,0,0,0,0.325,0.368,0.693,0.263
23,2014,"Thursday, Apr 24",April,boxscore,WSN,,SDP,L,3,4,12,12-11,3,3,Torres,Stammen,Street,4:14,1,"22,904",24-Apr,vs SD,1,LÊ4-3,5,0,2,1,0,0,0,1,0,0,0,0.337,0.383,0.72,0.272
24,2014,"Friday, Apr 25",April,boxscore,WSN,,SDP,W,11,1,,13-11,3,3,Strasburg,Erlin,,3:08,1,"25,497",25-Apr,vs SD,1,WÊ11-1,2,1,2,0,1,0,4,0,0,0,0,0.352,0.422,0.774,0.289
25,2014,"Saturday, Apr 26",April,boxscore,WSN,,SDP,W,4,0,,14-11,2,3,Roark,Cashner,,2:19,0,"31,590",26-Apr,vs SD,0,WÊ4-0,Did not play,,,,,,,,,,,,,,
26,2014,"Sunday, Apr 27",April,boxscore,WSN,,SDP,L,2,4,,14-12,3,4,Kennedy,Detwiler,Street,3:12,0,"34,873",27-Apr,vs SD,0,LÊ4-2,Did not play,,,,,,,,,,,,,,
32,2014,"Monday, May 5",May,boxscore,WSN,,LAD,W,4,0,,18-14,1,up 0.5,Barrett,Greinke,,2:59,1,"25,447",5-May,vs LAD,0,WÊ4-0,Did not play,,,,,,,,,,,,,,
33,2014,"Tuesday, May 6",May,boxscore,WSN,,LAD,L,3,8,,18-15,2,0.5,Kershaw,Treinen,,3:15,1,"30,143",6-May,vs LAD,0,LÊ8-3,Did not play,,,,,,,,,,,,,,
34,2014,"Wednesday, May 7",May,boxscore,WSN,,LAD,W,3,2,,19-15,1,Tied,Strasburg,Haren,Soriano,2:59,0,"34,756",7-May,vs LAD,0,WÊ3-2,Did not play,,,,,,,,,,,,,,
41,2014,"Friday, May 16",May,boxscore,WSN,,NYM,W,5,2,,22-19,2,0.5,Roark,Niese,Soriano,3:08,1,"34,413",16-May,vs NYM,0,WÊ5-2,Did not play,,,,,,,,,,,,,,
42,2014,"Saturday, May 17",May,boxscore,WSN,,NYM,L,2,5,,22-20,2,0.5,Colon,Gonzalez,Mejia,2:48,0,"41,225",17-May,vs NYM,0,LÊ5-2,Did not play,,,,,,,,,,,,,,
43,2014,"Sunday, May 18",May,boxscore,WSN,,NYM,W,6,3,,23-20,2,0.5,Zimmermann,Wheeler,Soriano,2:45,0,"36,965",18-May,vs NYM,0,WÊ6-3,Did not play,,,,,,,,,,,,,,
44,2014,"Monday, May 19",May,boxscore,WSN,,CIN,L,3,4,15,23-21,2,1.5,Ondrusek,Detwiler,,4:58,1,"24,505",19-May,vs CIN,0,LÊ4-3,Did not play,,,,,,,,,,,,,,
45,2014,"Tuesday, May 20",May,boxscore,WSN,,CIN,W,9,4,,24-21,2,1.5,Fister,Cueto,,3:03,1,"26,455",20-May,vs CIN,0,WÊ9-4,Did not play,,,,,,,,,,,,,,
46,2014,"Wednesday, May 21",May,boxscore,WSN,,CIN,L,1,2,,24-22,2,1.5,Simon,Roark,Chapman,2:52,0,"28,944",21-May,vs CIN,0,LÊ2-1,Did not play,,,,,,,,,,,,,,
51,2014,"Monday, May 26",May,boxscore,WSN,,MIA,L,2,3,,25-26,3,3.5,Eovaldi,Roark,Cishek,2:46,0,"33,677",26-May,vs MIA,0,LÊ3-2,Did not play,,,,,,,,,,,,,,
52,2014,"Wednesday, May 28",May,boxscore,WSN,,MIA,L,5,8,10,25-27,3,3,Slowey,Blevins,,3:47,1,"24,830",28-May,vs MIA,0,LÊ8-5,Did not play,,,,,,,,,,,,,,
53,2014,"Friday, May 30",May,boxscore,WSN,,TEX,W,9,2,,26-27,3,2.5,Strasburg,Lewis,,2:45,1,"31,659",30-May,vs TEX,0,WÊ9-2,Did not play,,,,,,,,,,,,,,
54,2014,"Saturday, May 31",May,boxscore,WSN,,TEX,W,10,2,,27-27,3,2.5,Fister,Tepesch,,2:47,0,"35,164",31-May,vs TEX,0,WÊ10-2,Did not play,,,,,,,,,,,,,,
55,2014,"Sunday, Jun 1",June,boxscore,WSN,,TEX,L,0,2,,27-28,3,3.5,Darvish,Roark,Soria,3:06,0,"32,813",1-Jun,vs TEX,0,LÊ2-0,Did not play,,,,,,,,,,,,,,
56,2014,"Tuesday, Jun 3",June,boxscore,WSN,,PHI,W,7,0,,28-28,3,2.5,Zimmermann,Buchanan,,2:42,1,"25,291",3-Jun,vs PHI,0,WÊ7-0,Did not play,,,,,,,,,,,,,,
57,2014,"Wednesday, Jun 4",June,boxscore,WSN,,PHI,W,8,4,,29-28,3,1.5,Strasburg,Burnett,,3:00,1,"33,614",4-Jun,vs PHI,0,WÊ8-4,Did not play,,,,,,,,,,,,,,
58,2014,"Thursday, Jun 5",June,boxscore,WSN,,PHI,W,4,2,,30-28,3,1,Fister,Kendrick,Soriano,2:38,0,"33,016",5-Jun,vs PHI,0,WÊ4-2,Did not play,,,,,,,,,,,,,,
69,2014,"Tuesday, Jun 17",June,boxscore,WSN,,HOU,W,6,5,,36-33,1,up 0.5,Roark,Keuchel,Soriano,3:41,1,"29,960",17-Jun,vs HOU,0,WÊ6-5,Did not play,,,,,,,,,,,,,,
70,2014,"Wednesday, Jun 18",June,boxscore,WSN,,HOU,W,6,5,,37-33,1,up 1.5,Barrett,Downs,Soriano,3:42,1,"25,453",18-Jun,vs HOU,0,WÊ6-5,Did not play,,,,,,,,,,,,,,
71,2014,"Thursday, Jun 19",June,boxscore,WSN,,ATL,L,0,3,,37-34,1,up 0.5,Floyd,Zimmermann,Kimbrel,2:56,1,"32,193",19-Jun,vs ATL,0,LÊ3-0,Did not play,,,,,,,,,,,,,,
